"기업명","경력","직무","질문"
"현대자동차㈜","신입","인성면접 - 생산관리","팀을 위해 희생한 경험이 있습니까?"
"현대자동차㈜","신입","인성면접 - 생산관리","팀 프로젝트를 한 경험이 있습니까?"
"현대자동차㈜","신입","인성면접 - 생산관리","품질 개선 방안에 대해 어떻게 생각합니까?"
"현대자동차㈜","신입","인성면접 - 생산관리","품질 등급이 회사별로 어떻게 되는지 압니까?"
"현대자동차㈜","신입","인성면접 - 생산관리","품질이 필요한 이유와 그렇게 생각하는 이유는 무엇입니까?"
"현대자동차㈜","신입","일반면접 - 경영지원","술에 대한 본인의 생각은 어떠한가요?"
"현대자동차㈜","신입","일반면접 - 경영지원","면접이 끝나면 누구에게 가장 감사할 것 같나요?"
"현대자동차㈜","신입","일반면접 - 경영지원","소통이 무엇이라고 생각하는지 말해보세요"
"현대자동차㈜","신입","일반면접 - 경영지원","여성 지원자로서 강점이 무엇이 있는가?"
"현대자동차㈜","신입","일반면접 - 경영지원","인턴하면서 가장 좋았던 점은 무엇인가요?"
"현대자동차㈜","신입","임원면접 - 플랜트","팀에서 남들보다 더 노력한 점이 무엇이라고 생각합니까? 그 중 자신은 기여도는 어떠합니까?"
"현대자동차㈜","신입","임원면접 - 플랜트","팀원 중에서 자신의 역할은 무엇이었는지와 팀원들을 평가해보시오."
"현대자동차㈜","신입","임원면접 - 플랜트","각자가 선택한 대안에는 단점이 있는데, 단점 극복을 어떻게 할 건가요?"
"현대자동차㈜","신입","임원면접 - 플랜트","많은 사람들과 함께 경험한 것에 대해 설명해보시오"
"현대자동차㈜","신입","임원면접 - 플랜트","본인의 의견이 맞다고 생각하는 이유를 말해보시오"
"현대자동차㈜","신입","임원면접 - 플랜트","본인이 선택한 단점에 대한 극복방안을 말해보시오."
"현대자동차㈜","신입","임원면접 - 플랜트","인생을 살면서 특별한 경험이 있나요?"
"현대자동차㈜","신입","임원면접 - 플랜트","지방에서 근무하면 외롭고 힘들 때가 있을 텐데, 괜찮은가?"
"현대자동차㈜","신입","임원면접 - 플랜트","팀 프로젝트 경험을 말해보시오."
"현대자동차㈜","신입","임원면접 - 플랜트","학점이 낮은데, 이유가 무엇입니까?"
"현대자동차㈜","신입","임원면접 - 플랜트","학창 시절 중 팀을 이루어서 무언가를 성취한 경험이 있나요?"
"현대자동차㈜","신입","임원면접 - 플랜트","한국사를 딴 이유가 무엇입니까?"
"현대자동차㈜","신입","인성면접 - 생산기술","다른 사람을 도와준 적이 있습니까?"
"현대자동차㈜","신입","인성면접 - 생산기술","도전을 해본 경험이 있습니까?"
"현대자동차㈜","신입","인성면접 - 생산기술","살면서 어떤 도전을 하였습니까?"
"현대자동차㈜","신입","인성면접 - 생산기술","알바를 하며 힘들었던 경험이 있습니까?"
"현대자동차㈜","신입","인성면접 - 생산기술","편의점 알바에서 가장 힘들었던 점이 무엇입니까?"
"현대자동차㈜","신입","인성면접 - 생산기술","일하고 싶은 파트가 있습니까?"
"현대자동차㈜","신입","인성면접 - 생산기술","학과주점 운영을 했던 경험을 말해보세요."
"현대자동차㈜","신입","인성면접 - 생산기술","한화L&C가 주최한 ~교육에서 3등을 할 수 있었던 이유가 무엇이라고 생각합니까?"
"현대자동차㈜","신입","인성면접 - 품질","What do you think about this sentence? ""Practice make perfect"""
"현대자동차㈜","신입","인성면접 - 품질","가장 열정적으로 진행한 일이 있습니까?"
"현대자동차㈜","신입","인성면접 - 품질","본인이 가장 열정적으로 진행한 일은 무엇이었나요?"
"현대자동차㈜","신입","인성면접 - 품질","토론 주제에서 의견을 바꾼 특별한 이유가 있습니까?"
"현대자동차㈜","신입","인성면접 - 품질","프로젝트 경험 중 제일 인상 깊었던 것이 무엇입니까?"
"현대자동차㈜","신입","인성면접 - 품질","Do you have an experiance at very cold region?"
"현대자동차㈜","신입","인성면접 - 자재구매","본인의 대답에서 해당 방안의 단점은 무엇이라고 생각하나요?"
"현대자동차㈜","신입","인성면접 - 자재구매","조직의 목표를 위해서 헌신한 경험이 있나요?"
"현대자동차㈜","신입","인성면접 - 자재구매","팀의 목표를 위해 자신이 주도적으로 활동한 것은 무엇입니까?"
"현대자동차㈜","신입","인성면접 - 자재구매","프리미엄 자동차에서 가장 중요하다고 생각하는 것은 무엇인가요?"
"현대자동차㈜","신입","인성면접 - 자재구매","현대자동차를 지원한 이유가 있습니까?"
"현대자동차㈜","신입","인성면접 - 해외영업","타인과 갈등을 빚었던 경험이 있습니까?"
"현대자동차㈜","신입","인성면접 - 해외영업","팀으로 활동한 경험 중 가장 성실히 임했던 경험은 무엇입니까?"
"현대자동차㈜","신입","일반면접 - 품질관리","기하공차에 대해 설명해보시오"
"현대자동차㈜","신입","일반면접 - R&D(연구개발)","팀원의욕 저하를 해결하는 방법이 있나요?"
"현대자동차㈜","신입","일반면접 - 생산관리","상사가 틀린 주장을 옳다고 주장한다면 어떻게 할 건가요?"
"현대자동차㈜","신입","일반면접 - 생산관리","상사가 틀린 주장을 옳다고 주장한다면 어떻게 할 것인가"
"현대자동차㈜","신입","일반면접 - 생산관리","울산에 살면서 현대자동차 다니는 사람을 보면 어떤가요?"
"현대자동차㈜","신입","일반면접 - 생산관리","울산에 살면서 현대자동차 다니는 사람을 보면 어떻습니까?"
"현대자동차㈜","신입","일반면접 - 품질","그랜져 하이브리드 차량에 장착된 모터 타입은 무엇입니까?"
"현대자동차㈜","신입","일반면접 - 플랜트","대외활동을 해본 경험이 있나요?"
"현대자동차㈜","신입","일반면접 - 플랜트","팀프로젝트를 진행한 경험이 있나요?"
"현대자동차㈜","신입","일반면접 - 플랜트","팀프로젝트를 진행한 경험이 있습니까?"
"현대자동차㈜","신입","일반면접 - 연구개발","당신이 생각하는 정의란 무엇인가?"
"현대자동차㈜","신입","일반면접 - 연구개발","이들을 타이르는 것은 정의이고, 그렇지 않는 것은 정의가 아닌데, 이 상황에서 어떻게 할 것인가?"
"현대자동차㈜","신입","일반면접 - 연구개발","회사에서 귀하에게 7,000만원이라는 연봉을 지급하면, 당신은 회사를 위해 무엇을 할 것인가?"
"현대자동차㈜","신입","일반면접 - 경영-사무","본인이 공공기관에 비해 사기업에 어울린다고 생각하는 이유를 설명하시오."
"현대자동차㈜","신입","일반면접 - 경영-사무","현재 현대자동차의 문제점은 무엇이고, 그것을 해결할 수 있는 방안은 무엇인가?"
"현대자동차㈜","신입","일반면접 - 생산-제조","덩치 큰 고등학생 2명이 골목길에서 담배를 피우는데, 본인이라면 어떻게 할 것인가?"
"현대자동차㈜","신입","일반면접 - 전문직","단점을 말해보라."
"현대자동차㈜","신입","일반면접","마지막으로 하고 싶은말은 무엇인가?"
"현대자동차㈜","신입","일반면접","열정적으로 어떤 일에 도전했던 경험에 대해 설명하시오."
"현대자동차㈜","신입","일반면접","팀 내에서 본인의 역할이 무엇이었느는지 설명하시오."
"현대자동차㈜","신입","일반면접","평소 친구들이 본인을 어떻게 평가하는지 설명하시오."
"현대자동차㈜","신입","일반면접","졸업 후 공백기간에 무얼 했는가?"
"현대자동차㈜","신입","일반면접","졸업후 공백기간에 무얼 했는지"
"현대자동차㈜","신입","일반면접 - 연구개발","친구들간의 다툼이 있을때 중간에서의 본인의 해결책은 무엇인가요?"
"현대자동차㈜","신입","일반면접 - 연구개발","친구들간의 다툼이 있을때 중간에서의 나의 해결책은 무엇인가?"
"현대자동차㈜","신입","일반면접","전공과 관련하여 수행한 프로젝트가 있는가?"
"현대자동차㈜","신입","인성면접 - 연구개발","전공과 관련하여 수행한 프로젝트가 있는가?"
"현대자동차㈜","신입","일반면접 - 영업","공대전공이지만 영업직을 선택한 이유는 무엇입니까?"
"현대자동차㈜","신입","PT면접 - 연구개발","가솔린 기관과 디젤 기관의 차이를 3가지 기준으로 말헤보시오"
"현대자동차㈜","신입","일반면접 - 설계","현대자동차에 지원한 이유는 무엇인가"
"현대자동차㈜","신입","일반면접","팀원끼리 의견이 안 맞고 부딪힌적 있는가? 있다면 어떻게 해결했는가?"
"현대자동차㈜","신입","일반면접","팀원끼리 의견이 안 맞고 부딪힌적?어떻게 해결했는지?"
"현대자동차㈜","신입","일반면접 - 플랜트기술","공대에서 여학우로 살아남은 본인의 강점은 무엇이라고 생각하나요?"
"현대자동차㈜","신입","일반면접 - 플랜트기술","공대에서 여학우로 살아남은 본인의 강점은 무엇이라고 생각하는가"
"현대자동차㈜","신입","일반면접 - 플랜트기술","인생의 전환점이 있는가?"
"현대자동차㈜","신입","일반면접 - 플랜트기술","현대자동차만의 장점이 있는가?"
"현대자동차㈜","신입","일반면접 - 생산기술","사람들과 트러블이 생긴적이 있습니까?"
"현대자동차㈜","신입","일반면접 - 생산관리","자동차가 점점 전자화되어가는 추세에서 단점을 말해보시오"
"현대자동차㈜","신입","일반면접","오랫동안 해온 것 중에서 가장 의미 있는 것은 무엇인가?"
"현대자동차㈜","신입","일반면접","이공계열 전공인데 왜 영업직을 지원했는가?"
"현대자동차㈜","신입","일반면접","10년 뒤 자기 모습을 말해보시오."
"현대자동차㈜","신입","일반면접","20대가 가기 전 꼭 하고 싶은 일을 선착순으로 10초 내로 대답하라."
"현대자동차㈜","신입","일반면접","골프공의 표면에 요철이 있는데, 왜 있는 것인가?"
"현대자동차㈜","신입","일반면접","노무현 대통령의 장단점과 자신을 연관시켜 말해보시오."
"현대자동차㈜","신입","일반면접","다른 회사에 지원하였는가?"
"현대자동차㈜","신입","일반면접","독창적인 아이디어를 낸 경험은 무엇인가?"
"현대자동차㈜","신입","일반면접","디젤엔진에서 진동소음을 줄이는 방법은?"
"현대자동차㈜","신입","일반면접","디젤엔진에서 N0X를 줄이는 방법은?"
"현대자동차㈜","신입","일반면접","무슨 일을 시작하기 전에 준비를 많이 하는 편인가?"
"현대자동차㈜","신입","일반면접","바이오 산업이 앞으로 전망있다고 생각하는가?"
"현대자동차㈜","신입","일반면접","본인이 가장 도전적으로 임했던 일은 무엇인가?"
"현대자동차㈜","신입","일반면접","본인이 했던 실패 경험은 무엇인가?"
"현대자동차㈜","신입","일반면접","성격이 내성적인데, 어떻게 극복할 것인가?"
"현대자동차㈜","신입","일반면접","소나타 NF 디자인 및 인테리어가 마음에 드는지 의견을 영어로 밝히시오."
"현대자동차㈜","신입","일반면접","승용차, SUV, RV등 종류가 많은데, 각각을 정의해봐라."
"현대자동차㈜","신입","일반면접","앞으로 어떤 자동차를 만들면 잘 팔리겠는가?"
"현대자동차㈜","신입","일반면접","양극화에 대해 말해보시오."
"현대자동차㈜","신입","일반면접","오늘 아침에 어떻게 시험장에 왔는지 영어로 답하시오."
"현대자동차㈜","신입","일반면접","외제차가 급속도로 늘어나고 있는것에 대해 어떻게 생각하는가?"
"현대자동차㈜","신입","일반면접","우리나라에선 어떤 차가 가장 적합하다고 생각하는가?"
"현대자동차㈜","신입","일반면접","원자력을 사용하는 것에 대해 어떻게 생각하는가?"
"현대자동차㈜","신입","일반면접","주말에 무엇을 할 계획인지 영어로 설명하시오."
"현대자동차㈜","신입","일반면접","지원한 곳과 다른 지역에서 근무해도 괜찮은가?"
"현대자동차㈜","신입","일반면접","팀 활동에서 맡은 역할은 무엇인가?"
"현대자동차㈜","신입","일반면접","학점이 낮은데 왜 그런가?"
"현대자동차㈜","신입","일반면접","핸드폰 보급률이 우리나라가 높은 이유는 뭐라고 생각하는가?"
"현대자동차㈜","신입","일반면접","현기차 중 하나를 골라 대외에서 보는 기업이미지를 말해보시오."
"현대자동차㈜","신입","일반면접","현기차가 할 수 있는 부의 분배에 대해 말해보시오."
"현대자동차㈜","신입","일반면접","IQS에 대해 말해보시오."
"현대자동차㈜","신입","일반면접 - 품질","품질경영팀에서 경험 및 가지고있는 능력을 가지고 본인이 잘 할 수 있는 구체적인 이유를 말해보시오"
"현대자동차㈜","신입","일반면접 - 품질","품질경영팀에서 경험 및 가지고있는 능력을 가지고 자신이 잘 할 수 있는 구체적인 이유를 말해보시오"
"현대자동차㈜","신입","인성면접 - 연구개발","자신의 단점은 무엇인가?"
"현대자동차㈜","신입","임원면접 - 생산기술직","앞으로 10년후의 자신의 모습에 대해서 이야기 해보세요?"
"현대자동차㈜","신입","임원면접","가장 치근에 읽었던 책을 영어로?"
"현대자동차㈜","신입","일반면접 - 생산관리","여자친구있습니까?"
"현대자동차㈜","신입","인성면접 - 플랜트운영","자신이 살아오면서 실패한 경험은 어떤것이 있나요"
"현대자동차㈜","신입","인성면접 - 플랜트운영","팀프로젝트를 할때 부당하게 많은 과제를 부여 받은 적이 있나요 있다면 어떻게 대처했고 그때의 생각은 어땠나요"
"현대자동차㈜","신입","인성면접 - 플랜트운영","학교 또는 단체에서 협력을 통해서 주어진 과제를 해결한 예는 어떤것들이 있나요"
"현대자동차㈜","신입","PT면접","실험 내용에 대한 질문"
"현대자동차㈜","신입","PT면접","100초 간 자기소개를 해보세요"
"현대자동차㈜","신입","PT면접","제품 판매 전략은?"
"현대자동차㈜","경력무관","일반면접 - 연구개발","가족들과 밥은 얼마나 자주 같이 먹는가? 영어로 말해보세요"
"현대자동차㈜","경력무관","일반면접 - 연구개발","우리나라에 거주하는 해외 인력에 대해 어떻게 생각하는가? 영어로 말해보세요"
"현대자동차㈜","경력무관","일반면접 - 연구개발","저녁 메뉴로 주로 무엇을 먹는지 영어로 말해보세요"
"현대자동차㈜","경력무관","일반면접 - 연구개발","지금 느낌을 영어로 말해보세요"
"현대자동차㈜","경력무관","일반면접 - 재료과","자주 가는 음식점에 대해 영어로 설명해보세요"
"현대자동차㈜","경력무관","일반면접 - 재료과","재료를 강화시키는 방법 3가지 이상 발표하고 예를 들어보세요 만약 어떤 재료가 고온에 계속 노출되는 재료라면 그 강화방법 중 어떤 것을 고를 것인지 발표해보세요"
"현대자동차㈜","경력무관","일반면접 - 재료과","해결해야 할 문제가 있는데 상사와 의견이 다를 경우 어떻게 의견을 조율하겠는가?"
"현대자동차㈜","경력무관","일반면접 - 재료과","회사에 상담하는 곳이 생긴다면 이용하겠는가?"
"현대자동차㈜","경력무관","일반면접 - 재료과","hall-patch 방정식을 설명하고 결정립이 작아짐에 따라 강도가 어떻게 되는지 발표해보세요"
"현대자동차㈜","경력무관","일반면접 - 플랜트운영","가장 영향력 있다고 생각하는 연예인은 누구인가? 그 사람이 나오는 프로그램 중 본인이 가장 좋아하는 것을 영어로 설명해보세요"
"현대자동차㈜","경력무관","일반면접 - 플랜트운영","가장 좋아하는 음식은 무엇인가? 주로 언제 먹는지 영어로 설명해보세요"
"현대자동차㈜","경력무관","일반면접 - 플랜트운영","사람들이 일기를 쓰는 이유를 무엇이라 생각하는가? 영어로 말해보세요"
"현대자동차㈜","경력무관","일반면접 - R&D","규칙을 깨본 적이 있는가?"
"현대자동차㈜","경력무관","일반면접 - R&D","리더가 될 때 추천방식이었나? 경쟁방식이었나?"
"현대자동차㈜","경력무관","일반면접 - R&D","마지막으로 이라고 싶은 부서는 어디인가?"
"현대자동차㈜","경력무관","일반면접 - R&D","본인이 현대차에서 발휘할 수 있는 강점을 말해보세요"
"현대자동차㈜","경력무관","일반면접 - R&D","살면서 가장 힘들었던 적은 언제인가?"
"현대자동차㈜","경력무관","일반면접 - R&D","자기소개서에 있는 내용이 아닌 리더가 되었던 경험이 있는가?"
"현대자동차㈜","경력무관","일반면접 - R&D","자동차에 쓰일 수 있는 통신은 무엇인가?"
"현대자동차㈜","경력무관","일반면접 - R&D","자동차에 자신의 전공분야를 어떻게 적용할 수 있는가?"
"현대자동차㈜","경력무관","일반면접 - R&D","처음 차를 사는 사람에서 어떤 차를 추천해주고 싶은지 영어로 말해보세요"
"현대자동차㈜","경력무관","일반면접 - R&D","학부때 도전해서 얻은 것이 있는가?"
"네이버","인턴","일반면접 - 웹개발자","피보나치 수열을 구하는 코드를 짜주세요."
"네이버","인턴","일반면접 - 웹개발자","숫자 단위마다 ,를 찍는 것을 구현해주세요."
"네이버","인턴","일반면접 - 웹개발자","팀 프로젝트를 진행하면서 어려웠던 점은 무엇인가요."
"네이버","신입","일반면접 - 웹개발자","진행했던 프로젝트에서 서버 스팩은 어떻게 되나요?"
"네이버","신입","일반면접 - 웹개발자","총 길이가 A m(미터)인 재료를 가지고 동물 두 종을 가둘 수 있는 울타리를 지으려고 할 때, 면적이 최대가 하려면 어떻게 해야하는가?"
"네이버","신입","일반면접 - 웹개발자","회문 판별 알고리즘을 작성해주세요."
"네이버","신입","일반면접 - 앱개발자","기술을 공부할 때 어떤식으로 공부하나요?"
"네이버","신입","일반면접 - 앱개발자","프로세스와 스레드의 차이를 설명해보세요,"
"네이버","신입","일반면접 - 앱개발자","왜 CONTEXT SWITCHING 작업이 오래걸리나요?"
"네이버","신입","일반면접 - 앱개발자","기술을 공부할 때 어떤식으로 공부하나요?"
"네이버","신입","일반면접 - 앱개발자","프로세스와 스레드의 차이는?"
"네이버","신입","일반면접 - 앱개발자","왜 CONTEXT SWITCHING 작업이 오래걸리나요?"
"네이버","신입","일반면접 - 앱개발자","n명 참가 토너먼트 경기에서 총 몇번의 경기를 해야하는지, 우승하려면 몇판이겨야 하는지 공식을 구해보세요."
"네이버","신입","일반면접 - 앱개발자","러시안 룰렛6칸의 총 구멍에서 연속해서 2발의 총알을 장전했다. 상대편이 먼저 1판을 시도하여 생존했을때, 내가 생존하려면 바로 게임을 시도하는것이 유리한가, 총알을 회전시켜 무작위로 바꾸는것이 생존에 유리한가?"
"네이버","신입","일반면접 - 앱개발자","퀵정렬의 시간복잡도는 어떤지 설명해 보세요."
"네이버","신입","일반면접 - 소프트웨어개발자","100!의 끝자리에 0은 몇개나오는가?"
"네이버","신입","일반면접 - 소프트웨어개발자","12명의 사람이 전부 악수하는 경우의수는 몇가지인가?"
"네이버","신입","일반면접 - 소프트웨어개발자","그릇2개에 흰공 50개,빨간공50개를 마음대로 넣고 랜덤으로 그릇을 골라 공을 뽑았을때 흰공이 뽑힐 활률이 가장 큰 최적비율은?"
"네이버","신입","일반면접 - 앱개발자","딥러닝으로 뭔가를 분류해주는 플랫폼을 만들건데 서비스할때 여러사람들이 그 플랫폼에 접근해서 이용하는 구조로 만들려면 어떻게 서비스 해야되나요?"
"네이버","신입","일반면접 - 앱개발자","자바 string과 string builder 그리고 string buffer차이점을 말해보세요."
"네이버","신입","일반면접 - 앱개발자","두사람이 손가락을 이용해서 표현할수 있는 숫자의 경우의수는?"
"네이버","신입","일반면접 - 웹개발자","인트라넷 경험이 있으시네요?"
"네이버","신입","일반면접 - 웹개발자","정렬을 손으로 코딩해보세요"
"네이버","신입","일반면접 - 웹개발자","스프링의 aop와 ioc에 대해 설명해주세요"
"네이버","신입","인성면접 - 인사","네이버에서 인사팀이 무슨 역할을 할 수 있는가?"
"네이버","신입","인성면접 - 인사","삶의 철학은 무엇인가?"
"네이버","신입","인성면접 - 인사","왜 네이버에 지원했는가?"
"네이버","신입","인성면접 - 인사","IT에 관심이 많은가?"
"네이버","신입","인성면접 - 인사","네이버에 입사하면 무슨 일이 가장 하고 싶은가?"
"네이버","신입","인성면접 - 인사","네이버에서 시행 중인 인사 제도 중에 마음에 드는 게 무엇인가? 그리고 그 제도의 장점과 단점에 대해 설명해보시오."
"네이버","신입","인성면접 - 인사","네이버에서 지원한 직무를 수행하는 것이 본인에게는 어떤 의미인가?"
"네이버","신입","인성면접 - 인사","성격의 장단점을 이야기하시오."
"네이버","신입","인성면접 - 인사","왜 네이버에 지원했는가? IT에 관심이 많은가?"
"네이버","신입","인성면접 - 인사","인사 중에서도 어느 부분을 담당하고 싶은가?"
"네이버","신입","인성면접 - 인사","전공이 지원한 직무와 관련이 없는데, 왜 지원하였는가?"
"네이버","신입","인성면접 - 인사","직무를 위해 준비한 것에는 무엇이 있는지 말하시오."
"네이버","신입","인성면접 - 인사","채용, 인사기획 등 여러 업무가 있는데, 왜 하고 싶은가?"
"네이버","신입","인성면접 - 인사","취미는 무엇인가?"
"네이버","신입","인성면접 - 인사","학교를 다니고 있는 상태인가? 아니면, 수료 상태인 것인가?"
"네이버","신입","일반면접 - 앱개발자","HTTP의 Keep/Alive에 대해 설명하세요"
"네이버","신입","일반면접 - 앱개발자","REST에 대해 설명하세요"
"네이버","신입","인성면접 - 서비스 기획","봉사활동 경력에 대해 설명해 보시오."
"네이버","신입","인성면접 - 홍보","가장 자주 이용하는 네이버 서비스는 무엇인가?"
"네이버","신입","인성면접 - 홍보","어떤 매체가 중요하다고 생각하는가?"
"네이버","신입","인성면접 - 홍보","홍보업무를 수행하는데 있어 가장 중요한 역량은 무엇이라고 생각하는가?"
"네이버","신입","일반면접 - SW개발","프로젝트를 진행해야 하는데 성능 감소를 최소화 하기 위해선 어떻게 설계할 것인가?"
"네이버","신입","인성면접 - IT-인터넷","선배와 후배 중 더 일하기 편한 그룹은?"
"네이버","신입","인성면접 - 재무","나는 입사하여 어떻게 할건지?"
"네이버","신입","인성면접 - 재무","본인이 IT에 관심이 있으신 분은 본인 얘기해주세요?"
"네이버","신입","인성면접 - 재무","인턴을 하며 느낀 점을 말씀해주세요."
"네이버","신입","인성면접 - 재무","입사 후 포부? 직장인으로서 가져야 할 가치관?에 대해 영어 혹은 본인이 자신 있는 언어로 3~4문장 수준으로 대답해주세요."
"네이버","신입","인성면접 - 재무","재무 직무가 어떤 직무인지, 네이버 재무팀은 어떤 일을 하는지?"
"네이버","신입","일반면접 - 검색플랫폼개발","5천만명의 회원을 수용할 수 있는 서버 및 데이터베이스 수 계산"
"네이버","신입","일반면접 - 검색플랫폼개발","자기소개"
"네이버","신입","일반면접 - 검색플랫폼개발","퀵소트 짜기"
"네이버","신입","일반면접 - 검색플랫폼개발","UTF-8 해당하는 언어셋의 문자열수를 계산하는 함수 짜기"
"네이버","신입","인성면접 - 기획전략경영","OO서비스 많이 이용해 보셨나요? (네이버 자사 서비스)"
"네이버","신입","일반면접 - IT-인터넷","10000원을 실제로 표시할 때는 10,000원으로 ,을 넣어 구분하는데 그 것을 출력하는 로직 만들기"
"네이버","신입","일반면접 - IT-인터넷","10년뒤에 사용될 서비스 기획"
"네이버","신입","일반면접 - IT-인터넷","다른 곳에도 있는 서비스 아닌가?"
"네이버","신입","일반면접 - IT-인터넷","서비스 타깃의 폭이 좁지 않은가?"
"네이버","신입","일반면접 - IT-인터넷","최소비용 신장트리를 구하는 방법은?"
"네이버","신입","일반면접 - IT-인터넷","C언어의 프로세스 공간에 대해 설명하시오"
"네이버","신입","인성면접 - 서비스","앞으로 네이버가 나아갈 방향은?"
"네이버","신입","인성면접 - 서비스","어떻게 외부 컨텐츠 공급자로부터 협력을 얻을 것인가? 그들에게 줄 수 있는 이점이 있는가?"
"네이버","신입","인성면접 - 서비스","왜 네이버에 지원했는가?"
"네이버","신입","인성면접 - 서비스","이용해본 네이버 서비스와 개선해야 할 점은?"
"네이버","인턴","임원면접 - 사진촬영","본인은 사진촬영이 잘 어울리나요 아니면 스튜디오 관리가 잘 어울리나요?"
"네이버","신입","일반면접 - 네이버비즈니스플랫폼/IT개발","네이버의 상황을 SWOT툴을 사용하여 분석해보시오"
"네이버","신입","일반면접 - 네이버비즈니스플랫폼/IT개발","자신의 어떤 점이 이 직무에 도움이 될 것이라 생각하는가"
"네이버","신입","일반면접 - 네이버비즈니스플랫폼/IT개발","지원동기"
"네이버","신입","인성면접 - 경영-사무","석사 논문에 대해 설명해달라 (기타 통계방법론 등)"
"네이버","신입","인성면접 - 경영-사무","영어 외에 할 줄 아는 제2외국어 있는가?"
"네이버","신입","인성면접 - 경영-사무","이 부서에 들어와서 이 업무를 하고 싶은 이유가 무엇인가?"
"네이버","신입","인성면접 - 경영-사무","현재 다른 회사에서 인턴을 하고 있는데, 만약 우리 회사 채용에 떨어지면 어떡하나?"
"네이버","인턴","인성면접 - 기업문화","본인이 가장 잘하는 것과 못하는 것이 무엇입니까"
"네이버","신입","일반면접 - 비서","직장상사와 의견충돌이 발생하였을 경우, 어떻게 해결할것인가?"
"네이버","신입","인성면접 - IT-인터넷","기획에서 내려온 내용이 맘에 들지 않는다면 개발자의 입장에서 어떻게 처리할 것인가?"
"네이버","신입","인성면접 - IT-인터넷","네이버에서 가장 불편하다고 느끼던 서비스가 무엇이며 그 이유는 무엇인가?"
"네이버","신입","일반면접 - IT-인터넷","100! = 100 * 99 * ... * 2 * 1 = xx…x00..0 = xx…x * 10^n 이 때 n의 값은?"
"네이버","신입","일반면접 - IT-인터넷","지원직종에 해당하는 서비스 개선안 제시"
"네이버","신입","일반면접 - IT-인터넷","직전회사를 그만두고 네이버를 지원한 이유는?"
"네이버","신입","임원면접 - 컨덴츠운영","네이버에 대해 어떻게 생각하는가? / 취미,특기,기술,성격등../자주보는 네이버 웹툰은? / 봉사활동의 좋은점은"
"네이버","신입","인성면접","경영지원직에 지원을 한 동기를 말해보세요."
"네이버","인턴","임원면접 - 교육지원팀","본인의 인생에 있어서 터닝포인트가 되었던 것은 무엇인가"
"네이버","인턴","임원면접 - 마케팅팀","가장 좋아하는 브랜드가 무엇인가?"
"네이버","신입","일반면접 - business platform","광고 공모전 수상 경험이 많은데 광고 분야로 취직 안 하고 NBP를 선택한 이유는 무엇인가?"
"네이버","신입","일반면접 - business platform","마지막으로 하고 싶은 말을 해보세요"
"네이버","신입","일반면접 - business platform","인턴을 통해 배운 것을 구체적으로 말해보세요"
"네이버","신입","일반면접 - business platform","NBP에 들어와서 어떤 일을 하고 싶은가? 그걸 할 수 있다고 증명할 수 있는 경험을 이야기해 보세요"
"네이버","신입","일반면접 - business platform","NHN 지식쇼핑에서 일하는 것은 어떻게 생각하는가?"
"네이버","신입","일반면접 - 인턴","경력이 있는데 경력을 무시하고 인턴쉽이 가능하겠는가?"
"네이버","신입","일반면접 - 인턴","라그나로크의 성공 요인이 무엇이라 생각하는가?"
"네이버","신입","일반면접 - 인턴","마지막으로 하고싶은 말을 해보세요"
"네이버","신입","일반면접 - 인턴","소셜 네트워크게임으로 테라를 만든다고 하였는데 정확히 어떻게 구현 되는지 말해보세요"
"네이버","신입","일반면접 - 인턴","테라가 20레벨이 넘어가면 대형 몬스터로 인해 조작이 어려워 지는데 모바일로 구현 가능한가?"
"네이버","신입","일반면접 - 인턴","테라는 몇 레벨까지 올려봤는가?"
"네이버","인턴","일반면접","입사하게 된다면 하고 싶은 업무가 무엇인가?"
"네이버","인턴","일반면접","전 직장에서 하던 업무가 무엇인가?"
"네이버","인턴","일반면접","지원 동기를 말해보라"
"네이버","인턴","일반면접","한게임 게임 중 해본 것이 있는가?"
"네이버","인턴","일반면접","한게임이 RPG를 꼭 해야 하는가?"
"네이버","인턴","일반면접","회사에 궁금한 점이 있는가??"
"(주)카카오","인턴","일반면접 - 앱개발자","docker 사용한 이유는?"
"(주)카카오","인턴","일반면접 - 앱개발자","tcp 3way 4way handshake 설명해보세요."
"(주)카카오","인턴","일반면접 - 앱개발자","docker 파일 작성방법은?"
"(주)카카오","인턴","일반면접 - 사무담당자","어시스턴트 직군은 정규직이 아니라 계약직인데, 그럼에도 불구하고 왜 지원하셨나요?"
"(주)카카오","인턴","일반면접 - 사무담당자","카카오에 근무하면서 어떻게 팀에 기여할 수 있으실까요?"
"(주)카카오","인턴","일반면접 - 사무담당자","총무 부문에 대해서 관련 경험이 있나요?"
"(주)카카오","신입","일반면접 - 머신러닝엔지니어","진행했던 프로젝트에 대해 소개해 보세요."
"(주)카카오","신입","일반면접 - 머신러닝엔지니어","딥러닝 관련 질문(relu가 무엇인가 왜 쓰는가, local minimum이 해결방법)"
"(주)카카오","신입","일반면접 - 머신러닝엔지니어","computer science 질문(정렬 알고리즘, 멀티 스레드 멀티 프로세스 차이)"
"(주)카카오","인턴","일반면접 - DBA","자신의 경험을 바탕으로 자기소개 부탁드립니다."
"(주)카카오","인턴","일반면접 - DBA","예시에 대해 어떻게 생각하시나요?"
